Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-10-30,313.0,318.79,309.97,315.01,9641800,0,0
2019-10-31,313.1,319.0,313.0,314.92,5067000,0,0
2019-11-01,316.32,316.48,309.8,313.31,6383900,0,0
2019-11-04,314.8,321.94,309.26,317.47,8787000,0,0
2019-11-05,319.62,323.51,316.12,317.22,6943400,0,0
2019-11-06,318.0,326.72,314.5,326.58,7940900,0,0
2019-11-07,329.14,341.5,328.02,335.54,14467300,0,0
2019-11-08,334.5,337.46,332.5,337.14,6069200,0,0
2019-11-11,343.95,349.19,342.0,345.09,9986700,0,0
2019-11-12,346.9,350.37,344.04,349.93,7359400,0,0
2019-11-13,355.0,356.33,345.18,346.11,8420100,0,0
2019-11-14,346.11,353.84,342.91,349.35,6464900,0,0
2019-11-15,350.64,352.8,348.36,352.17,4809000,0,0
2019-11-18,352.92,353.15,346.1,349.99,4400400,0,0
2019-11-19,351.75,359.99,347.8,359.52,7724800,0,0
2019-11-20,360.0,361.2,349.57,352.22,6725100,0,0
2019-11-21,354.51,360.84,354.0,354.83,6110000,0,0
2019-11-22,340.16,341.0,330.0,333.04,16870600,0,0
2019-11-25,344.32,344.57,334.46,336.34,12339500,0,0
2019-11-26,335.27,335.5,327.1,328.92,7947400,0,0
2019-11-27,331.12,333.93,328.57,331.29,5555600,0,0
2019-11-29,331.11,331.26,327.5,329.94,2465600,0,0
2019-12-02,329.4,336.38,328.69,334.87,6074500,0,0
2019-12-03,332.62,337.91,332.19,336.2,6573700,0,0
2019-12-04,337.75,337.86,332.85,333.03,5533000,0,0
2019-12-05,332.83,334.42,327.25,330.37,3724600,0,0
2019-12-06,335.0,338.86,334.77,335.89,7612400,0,0
2019-12-09,336.59,344.45,335.08,339.53,9023100,0,0
2019-12-10,339.96,350.73,339.31,348.84,8828300,0,0
2019-12-11,351.88,357.19,351.09,352.7,6897800,0,0
2019-12-12,354.92,362.74,353.23,359.68,7763900,0,0
2019-12-13,361.05,365.21,354.64,358.39,6570900,0,0
2019-12-16,362.55,383.61,362.5,381.5,18174200,0,0
2019-12-17,378.99,385.5,375.9,378.99,8496800,0,0
2019-12-18,380.63,395.22,380.58,393.15,14121000,0,0
2019-12-19,397.32,406.85,396.5,404.04,18107100,0,0
2019-12-20,410.29,413.0,400.19,405.59,14752700,0,0
2019-12-23,411.78,422.01,410.0,419.22,13319600,0,0
2019-12-24,418.36,425.47,412.69,425.25,8054700,0,0
2019-12-26,427.91,433.48,426.35,430.94,10633900,0,0
2019-12-27,435.0,435.31,426.11,430.38,9945700,0,0
2019-12-30,428.79,429.0,409.26,414.7,12586400,0,0
2019-12-31,405.0,421.29,402.08,418.33,10285700,0,0
2020-01-02,424.5,430.7,421.71,430.26,9532100,0,0
2020-01-03,440.5,454.0,436.92,443.01,17778500,0,0
2020-01-06,440.47,451.56,440.0,451.54,10133000,0,0
2020-01-07,461.4,471.63,453.36,469.06,17882100,0,0
2020-01-08,473.7,498.49,468.23,492.14,31144300,0,0
2020-01-09,497.1,498.8,472.87,481.34,28440400,0,0
2020-01-10,481.79,484.94,473.7,478.15,12959500,0,0
2020-01-13,493.5,525.63,492.0,524.86,26517600,0,0
2020-01-14,544.26,547.41,524.9,537.92,28996200,0,0
2020-01-15,529.76,537.84,516.79,518.5,17368800,0,0
2020-01-16,493.75,514.46,492.17,513.49,21736700,0,0
2020-01-17,507.61,515.67,503.16,510.5,13629100,0,0
2020-01-21,530.25,548.58,528.41,547.2,17803500,0,0
2020-01-22,571.89,594.5,559.1,569.56,31369000,0,0
2020-01-23,564.25,582.0,555.6,572.2,19651000,0,0
2020-01-24,570.63,573.86,554.26,564.82,14353600,0,0
2020-01-27,541.99,564.44,539.28,558.02,13608100,0,0
2020-01-28,568.49,576.81,558.08,566.9,11788500,0,0
2020-01-29,575.69,589.8,567.43,580.99,17801500,0,0
2020-01-30,632.42,650.88,618.0,640.81,29005700,0,0
2020-01-31,640.0,653.0,632.52,650.57,15719300,0,0
2020-02-03,673.69,786.14,673.52,780.0,47233500,0,0
2020-02-04,882.96,968.99,833.88,887.06,60938800,0,0
2020-02-05,823.26,845.98,704.11,734.7,48423800,0,0
2020-02-06,699.92,795.83,687.0,748.96,39880800,0,0
2020-02-07,730.55,769.75,730.0,748.07,17063500,0,0
2020-02-10,800.0,819.99,752.4,771.28,24689200,0,0
2020-02-11,768.79,783.51,758.0,774.38,11697500,0,0
2020-02-12,777.87,789.75,763.37,767.29,12022500,0,0
2020-02-13,741.84,818.0,735.0,804.0,26289300,0,0
2020-02-14,787.22,812.97,785.5,800.03,15693700,0,0
2020-02-18,841.6,860.0,832.36,858.4,16381700,0,0
2020-02-19,923.5,944.78,901.02,917.42,25423000,0,0
2020-02-20,911.95,912.0,859.94,899.41,17634900,0,0
2020-02-21,906.98,913.06,880.45,901.0,14314800,0,0
2020-02-24,839.0,863.5,822.2,833.79,15192200,0,0
2020-02-25,849.0,856.6,787.0,799.91,17290500,0,0
2020-02-26,782.5,813.31,776.11,778.8,14085500,0,0
2020-02-27,730.0,739.77,669.0,679.0,24277200,0,0
2020-02-28,629.7,690.52,611.52,667.99,24564200,0,0
2020-03-02,711.26,743.69,686.67,743.62,20195000,0,0
2020-03-03,805.0,806.98,716.11,745.51,25784000,0,0
2020-03-04,763.96,766.52,724.73,749.5,15049000,0,0
2020-03-05,723.77,745.75,718.07,724.54,10852700,0,0
2020-03-06,690.0,707.0,684.27,703.48,12662900,0,0
2020-03-09,605.39,663.0,605.0,608.0,17073700,0,0
2020-03-10,659.43,668.0,608.0,645.33,15594400,0,0
2020-03-11,640.2,653.58,613.0,634.23,13322500,0,0
2020-03-12,580.89,594.5,546.25,560.55,18909100,0,0
2020-03-13,595.0,607.57,502.0,546.62,22640300,0,0
2020-03-16,469.5,494.87,442.17,445.07,20489500,0,0
2020-03-17,440.01,471.85,396.0,430.2,23994600,0,0
2020-03-18,389.0,404.86,350.51,361.22,23786200,0,0
2020-03-19,374.7,452.0,358.46,427.64,30195500,0,0
2020-03-20,438.2,477.0,425.79,427.53,28285500,0,0
2020-03-23,433.6,442.0,410.5,434.29,16454500,0,0
2020-03-24,477.3,513.69,474.0,505.0,22895200,0,0
2020-03-25,545.25,557.0,511.11,539.25,21222700,0,0
2020-03-26,547.39,560.0,512.25,528.16,17380700,0,0
2020-03-27,505.0,525.8,494.03,514.36,14377400,0,0
2020-03-30,510.26,516.65,491.23,502.13,11998100,0,0
2020-03-31,501.25,542.96,497.0,524.0,17771500,0,0
2020-04-01,504.0,513.95,475.1,481.56,13353200,0,0
2020-04-02,481.03,494.26,446.4,454.47,19858400,0,0
2020-04-03,509.5,515.49,468.39,480.01,22562100,0,0
2020-04-06,511.2,521.0,497.96,516.24,14901800,0,0
2020-04-07,545.0,565.0,532.34,545.45,17919800,0,0
2020-04-08,554.2,557.21,533.33,548.84,12656000,0,0
2020-04-09,562.09,575.18,557.11,573.0,13650000,0,0
2020-04-13,590.16,652.0,580.53,650.95,22475400,0,0
2020-04-14,698.97,741.88,692.43,709.89,30576500,0,0
2020-04-15,742.0,753.13,710.0,729.83,23577000,0,0
2020-04-16,716.94,759.45,706.72,745.21,20657900,0,0
2020-04-17,772.28,774.95,747.66,753.89,13128200,0,0
2020-04-20,732.7,765.57,712.21,746.36,14746600,0,0
2020-04-21,730.12,753.33,673.79,686.72,20209100,0,0
2020-04-22,703.98,734.0,688.71,732.11,14224800,0,0
2020-04-23,727.6,734.0,703.13,705.63,13236700,0,0
2020-04-24,710.81,730.73,698.18,725.15,13212000,0,0
